participant_id,group,trial_number,task_type,phase,is_correct,audio_duration_s,speech_total_s,silence_total_s,speech_ratio_audio,lexical_total_s,nonlex_total_s,lexical_ratio_audio,nonlex_ratio_audio
sub_83a65b70f1f4,1,4,value-loose-chunk,post_correct,1,45.28,33.733999999999995,11.546,0.7450088339222614,33.733999999999995,0.0,0.7450088339222614,0.0
sub_83a65b70f1f4,1,5,value-loose-chunk,post_correct,1,40.72,28.395999999999997,12.323999999999998,0.6973477406679763,28.395999999999997,0.0,0.6973477406679763,0.0
sub_71fc70db9a34,1,1,value-tight-chunk,first_correct,1,28.36,9.668,18.692,0.3409026798307475,9.668,0.0,0.3409026798307475,0.0
sub_71fc70db9a34,1,2,value-tight-chunk,post_correct,1,29.2,16.02,13.18,0.5486301369863014,16.02,0.0,0.5486301369863014,0.0
sub_71fc70db9a34,1,3,value-tight-chunk,post_correct,1,13.6,8.144,5.456,0.5988235294117648,8.144,0.0,0.5988235294117648,0.0
sub_71fc70db9a34,1,4,value-tight-chunk,post_correct,1,14.8,8.172,6.628,0.5521621621621622,7.792,0.38,0.5264864864864864,0.025675675675675674
sub_71fc70db9a34,1,5,value-tight-chunk,post_correct,1,12.76,6.644,6.116,0.5206896551724138,6.644,0.0,0.5206896551724138,0.0
sub_c952a2e899e0,1,1,value-loose-chunk,first_correct,1,84.04,37.739999999999995,46.3,0.44907187053783904,37.739999999999995,0.0,0.44907187053783904,0.0
sub_c952a2e899e0,1,2,value-loose-chunk,post_correct,1,54.64,28.368,26.272,0.5191800878477306,28.368,0.0,0.5191800878477306,0.0
sub_c952a2e899e0,1,3,value-loose-chunk,post_correct,1,57.22,24.168,33.052,0.4223698007689619,24.168,0.0,0.4223698007689619,0.0
